Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Predicted Rating
Ab Ye Galtiyan Na Ho,2021.0,134.0,Romance,,,Masum Ali Khan,Karamveer Choudhary,Subeer Kasali,Unknown,4.640866666666664
Abala,1989.0,134.0,Drama,,,Vasant Kumar Goni,Girish Karnad,Asha Lata,Sheela Sharma,5.293777777777774
Abdul Qayyoom Khan,1968.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,6.030666666666659
Abdulla,1960.0,134.0,Unknown,,,Aakkoo,Ajit,Helen,Mahipal,6.352866666666668
Abhagin,1938.0,151.0,Unknown,,,Prafulla Roy,Molina Devi,Prithviraj Kapoor,Vijay Kumar,6.750999999999997
Abhi Abhi,1992.0,134.0,Romance,,,Rajaram,Soorya,Rubaina Khan,Mohnish Bahl,5.6932833333333335
Abhi Kal Hi Ki Baat Hai,1970.0,134.0,Documentary,,,Clement Baptista,Unknown,Unknown,Unknown,6.690999999999995
Abhi To Main Jawaan Hoon,1989.0,134.0,Comedy,,,Amjad Khan,Bharat Bhushan,Kalpana Iyer,Shehzad Khan,5.055176190476188
Abhi to Raat Hain,2005.0,134.0,Thriller,,,Unknown,Unknown,Unknown,Unknown,5.872000000000006
Abhi toh party shuru hui hai,1997.0,134.0,Drama,,,Anubhav Sinha,Richa Chadha,Pankaj Tripathi,Shriya Pilgaonkar,4.939799999999996
Abhilasha,1938.0,134.0,Unknown,,,Zia Sarhadi,Mahendra Thakore,M. Kumar,Bibbo,6.465250000000001
Abhinav Bindra Biopic,1997.0,134.0,Biography,,,Kannan Iyer,Anil Kapoor,Harshvardhan Kapoor,Unknown,5.842999999999996
Abhishapt,1988.0,134.0,Unknown,,,Prakash Jha,Deepti Naval,Pyare Mohan Sahay,Vasant Joglekar,5.485033333333332
Abhiyog,1996.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,6.415999999999998
Abidah,1948.0,134.0,Unknown,,,Nazir,Noor Jehan,M. Kumar,Swarnalata,6.500066666666664
Abla,1941.0,134.0,Unknown,,,R.N. Vaidya,Chandrika,Sheila Haldar,Hiralal,6.489890476190476
Abla Ki Shakti,1940.0,134.0,Unknown,,,Munshi Dil,Jehanara Kajjan,Phool Kumari,Premlata,6.360583333333337
Absence of a sound,1997.0,57.0,Drama,,,Zameer Kamble,Manoj Thorat,Unknown,Unknown,6.143
Abu Kaliya,1990.0,134.0,"Action, Crime, Mystery",,,C.K. Kader,Premnath Gulati,Majid Khan,Sudhir Pandey,4.662933333333333
Abul Hasan,1931.0,134.0,Unknown,,,Prafulla Ghosh,Hadi,Khatun,Shahzadi,4.904057142857141
Accident,1965.0,134.0,Thriller,,,Amarnath,Iqbal Mishra,Ranjan,Rashida,6.366972222222221
Achanak,1988.0,134.0,Thriller,,,Rakesh Kashyap,Om Puri,Kunickaa Sadanand,Kanwaljit Singh,4.7953666666666654
Achanak,1988.0,134.0,Drama,,,Kavi Raz,Alka,Amarjeet Kaur,Kavi Raz,5.513833333333334
Achchhaji,1950.0,134.0,Comedy,,,S.H. Tharani,Master Bhagwan,Baburao Pahelwan,Naaz,6.436416666666669
Achha Bura,1972.0,134.0,Unknown,,,Mohammed Hussain,Anupama,Mohan Choti,Dev Dutt,5.978550000000001
Achhut,1940.0,140.0,Drama,,,Gohar,Motilal,Vasanti,Noor Mohammad Charlie,6.996000000000004
Action,1989.0,134.0,Unknown,,,Dimple Kapadia,Unknown,Unknown,Unknown,3.7719999999999976
Action for Calcutta,1971.0,134.0,Documentary,,,Santi P. Choudhury,Unknown,Unknown,Unknown,6.6039999999999965
Action No.1,2004.0,134.0,Action,,,Thriller Manju,Vani Viswanath,Unknown,Unknown,5.530761904761908
Actor,1950.0,134.0,Comedy,,,Ranjibhai Arya,Ramola,Master Bhagwan,Indurani,6.436416666666669
Actress Kyon Bani,1939.0,134.0,Drama,,,G.R. Sethi,Padmadevi,Ashiq Hussain,P. Gaznavi,5.746333333333337
Adaa,1951.0,134.0,Romance,,,Devendra Goel,Shekhar,Rehana,Gope,6.009805555555547
Adaab Dawood Ibrahim Bol Raha Hoon,1997.0,122.0,Drama,,,Samir Karnik,Manoj Bajpayee,Sharib Hashmi,Unknown,6.581000000000001
Adalat,1948.0,134.0,Unknown,,,Vasant Joglekar,Baburao Pendharkar,Shalini,Salvi,6.728083333333334
Adalat,1943.0,134.0,Crime,,,Ramchandra Thakur,Unknown,Unknown,Unknown,4.775499999999997
Adamkhor,1955.0,134.0,Action,,,Aakkoo,Habib,Kesari,Lalita Kumari,5.680483333333335
Adarsh Mahila,1937.0,134.0,Unknown,,,Tara,Unknown,Unknown,Unknown,4.481466666666666
Adha,1977.0,134.0,Unknown,,,Prem Chopra,Unknown,Unknown,Unknown,5.856999999999998
Adhar,1945.0,134.0,Unknown,,,Pannalal Ghosh,Umakant,Kokila,Lala Yaqoob,4.807859523809526
Adhikar,1938.0,132.0,Unknown,,,P.C. Barua,P.C. Barua,Jamuna,Pahadi Sanyal,6.140000000000003
Adhiktam,2020.0,45.0,"Action, Comedy",,,Prashast Singh,Prashast Singh,Unknown,Unknown,6.1560000000000015
Adhoori Pyaas,2004.0,134.0,Thriller,,,Smitha,Uda,Unknown,Unknown,5.957666666666667
Adhura,1995.0,134.0,Drama,,,Ashish Balram Nagpal,Kitu Gidwani,Irrfan Khan,Ashish Balram Nagpal,6.022283333333333
Adhura Aadmi,1982.0,134.0,Action,,,Amjad Khan,Kalpana Iyer,Amjad Khan,Narendra Nath,4.009073809523811
Adhura Badan,1990.0,134.0,Thriller,,,Unknown,Unknown,Unknown,Unknown,5.525142857142854
Adhurada,1940.0,134.0,Unknown,,,Trilok Kapoor,Unknown,Unknown,Unknown,4.788666666666669
Adhure Khwaab,1992.0,134.0,Drama,,,Sarbjeet Dhaliwal,Sarbjeet Dhaliwal,Rick Khalsi,Monica,4.937208333333331
Adhuri Dulhan,1995.0,134.0,Romance,,,Shabbir Kumar,Unknown,Unknown,Unknown,5.926000000000003
Adhuri Hawas,2004.0,134.0,Thriller,,,Suresh Jain,Rimpal Balnegar,Reena Kapoor,Unknown,6.091266666666667
Adhuri Kahani,1939.0,148.0,Unknown,,,Chaturbhuj Doshi,Durga Khote,Prithviraj Kapoor,Rose,6.717999999999997
Adhuri Suhagraat,2000.0,134.0,Drama,,,Naresh Gupta,Mohnish Bahl,Rakesh Bedi,Amita Nangia,5.827785714285711
Adi Manav,1977.0,134.0,Action,,,N. Basavaraj,Kanaka Durga,Prabhakar,Mohan Rao,5.708800000000001
Adi Shastra,1998.0,134.0,Action,,,Unknown,Unknown,Unknown,Unknown,5.709333333333336
Adibhumi: Home Land,2015.0,121.0,Drama,,,Satyabrata Dwibedy,Unknown,Unknown,Unknown,5.966433333333333
Adipurush,2022.0,134.0,"Action, Drama, History",,,Om Raut,Prabhas,Saif Ali Khan,Kriti Sanon,6.043766666666667
Adivasi Queen,1997.0,134.0,"Adventure, Drama, Mystery",,,Yvonne Lal,Mahendra Kumar,Roja,Bindu,4.973499999999998
Adivasiyon Ka Jeevan Srot,1955.0,134.0,Documentary,,,Ritwik Ghatak,Unknown,Unknown,Unknown,6.404000000000001
Adiyug,1978.0,106.0,Drama,,,Tatineni Prasad,Saheen Aman,Ramesh Goyal,Mehndi Jamal,6.895000000000001
Adl-e-Jehangir,1934.0,134.0,Unknown,,,K. Sardar,Pushpa,Unknown,Unknown,5.294
Admitted,2020.0,126.0,"Documentary, Biography",,,Ojaswwee Sharma,Dhananjay Chauhan,Unknown,Unknown,6.3341666666666665
Adrashya,2020.0,134.0,Unknown,,,Sabir Shaikh,Unknown,Unknown,Unknown,6.423749999999997
Adventures of Robin Hood and Bandits,1965.0,134.0,Adventure,,,B.J. Patel,Parveen Choudhary,Shyam Kumar,Nilofer,6.401266666666668
Ae Kaash Ke Hum,2021.0,134.0,Romance,,,Vishal Mishra,Vivaan Shah,Priya Singh,Sophia Singh,5.410983333333336
Ae phansaa,2008.0,134.0,Comedy,,,B.H. Tharun Kumar,Aryeman Ramsay,Anuj Sawhney,Tara Sharma,5.257971561771561
Afghan Abla,1934.0,134.0,Unknown,,,Jagatrai Pesumal Advani,Kamlabai Gokhale,Sultana,Unknown,5.512500000000004
Afghan: in Search of a Home,1997.0,134.0,Drama,,,Radhika Rao,Vinay Sapru,Aditya Seal,Adnan Sami,5.116199999999997
Aflatoon,1937.0,134.0,Unknown,,,Pesi Karani,Khalil,Unknown,Unknown,4.1682999999999995
Aflatoon,1951.0,134.0,Unknown,,,Jaswant Jhaveri,Master Bhagwan,Unknown,Unknown,4.849866666666672
Aflatoon,1961.0,134.0,Action,,,Basu Bhattacharya,Kamran,Krishna Kumari,Heera Sawant,6.015833333333332
Afra Tafri,2021.0,134.0,Comedy,,,Hadi Abrar,Govinda,Sunil Shetty,Gulshan Grover,3.9668000000000037
Africa,1954.0,134.0,Action,,,K. Kant,Habib,Krishna Kumari,Baburao Pahelwan,5.8420833333333375
Africa Mein Hind,1939.0,134.0,Unknown,,,Hiren Bose,Unknown,Unknown,Unknown,3.987566666666672
After Marriage,2017.0,134.0,Horror,,,Kritn Ajitesh,Unknown,Unknown,Unknown,6.129000000000002
After the Last Lecture,1997.0,134.0,Romance,,,Chetan Singh,Hemwant Tiwari,Yashveer Choudhary,Rahul Sinha,5.1690000000000005
Afzal,1933.0,134.0,Unknown,,,Mohan Dayaram Bhavnani,Ameena,Abdul Rehman Kabuli,Nissar,4.951016666666668
Agalvizhakku,1979.0,134.0,Drama,,,Selvaraj,Unknown,Unknown,Unknown,5.380999999999996
Agam,1997.0,88.0,Drama,,,Sumit Mishra,Tara-Alisha Berry,Rahul Bagga,Ashmith Kunder,5.9110000000000005
Agar Aap Chahein,1992.0,134.0,Family,,,Mazahir Rahim,Makrand Deshpande,Unknown,Unknown,6.637375
Agent 009,1980.0,134.0,Action,,,Bharat Kapoor,Padma Khanna,Vijendra Mittal,Rehana Sultan,5.312184523809526
Agent 123,1983.0,134.0,Thriller,,,Geethapriya,Baby Indira,Master Ram Krishna,Manjula,5.693500000000003
Agent 777,1988.0,134.0,Action,,,Satish Khurana,Raja Duggal,Pallavi Joshi,Vicky Kaushik,4.537
Aggan: The Real Fire,1999.0,134.0,Thriller,,,Kavi Rajesh,Unknown,Unknown,Unknown,4.8270000000000035
Agla Mausam,1989.0,134.0,Drama,,,Sagar Sarhadi,Pankaj Kapur,Supriya Pathak,Unknown,5.972633333333331
Agni Jwala,2001.0,134.0,Action,,,Vijayakanth,Isha Koppikar,Rahul Dev,Ramya Krishnan,4.604565295815298
Agni Prem,1996.0,107.0,Action,,,Rukun,Tinnu Anand,Kishore Anand Bhanushali,Birbal,5.677999999999996
Agni Prem,2003.0,134.0,Thriller,,,Chandni Gupta,Junior Shakti Kapoor,Amit Pachori,Aman Sagar,5.136883333333336
Agnidaah,1985.0,134.0,Drama,,,Ravi Baswani,Neena Gupta,Anupam Kher,Karan Razdan,6.124616666666667
Agra,1997.0,134.0,Drama,,,Kanu Behl,Mohit Agarwal,Priyanka Bose,Vibha Chhibber,5.153133333333329
Aham Brahmasmi,2021.0,106.0,Action,,,Megastar Maharishi Aazaad,Unknown,Unknown,Unknown,6.362999999999999
Ahankar,1999.0,75.0,Unknown,,,Raja Mitra,Soumitra Chatterjee,Indrani Haldar,Rajesh Sharma,6.098000000000002
Ahilyabai Holkar,1997.0,134.0,"Biography, History, War",,,Dharmendra Baghel,Manoj Bakshi,Unknown,Unknown,5.975666666666666
Ahinsa,1946.0,134.0,Unknown,,,Santosh Kumar,Madan Puri,Unknown,Unknown,6.172666666666671
Ahinsa Path,1949.0,134.0,Unknown,,,Keshavrao Dhaiber,Unknown,Unknown,Unknown,6.008000000000005
Ahsaan,1987.0,150.0,Unknown,,,Balwant Dullat,Smita Patil,Raj Babbar,Amjad Khan,5.727999999999998
Aids and Blind Sex,1999.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,6.154595238095238
Ailane Jung,1936.0,134.0,Unknown,,,Jagatrai Pesumal Advani,Jani Babu,Khurshid Begum,Unknown,5.761300000000005
Air Mail,1960.0,134.0,Drama,,,Poonam Kapoor,Ranjan Kapoor,Nazir Kashmiri,Moolchand,6.223916666666664
Air Mail,1946.0,134.0,Action,,,A. Rashid,Dilawar,Asmini,Shashi,5.818273809523809
Airport: Shaira & Me,1997.0,134.0,Romance,,,Adhyayan Suman,Sara Loren,Adhyayan Suman,Unknown,6.088499999999999
Aisa Bhi Hota Hain,1971.0,134.0,Romance,,,Kamran,Jalal Agha,Nandita Bose,Mohan Choti,6.2783333333333315
Aiye,1949.0,134.0,Unknown,,,Lala Yaqoob,Sulochana Chatterjee,Jankidas,Ashraf Khan,6.491883333333337
Ajamil,1934.0,134.0,Unknown,,,Abdul Rehman Kabuli,Sardar Akhtar,Jani Babu,Ashraf Khan,5.55566666666667
Ajamil,1947.0,134.0,Unknown,,,Narmada Shankar,Unknown,Unknown,Unknown,6.543750000000004
Ajayante Randam Moshanam,2021.0,134.0,"Adventure, Comedy, Drama",,,Jithin Lal,Tovino Thomas,Unknown,Unknown,6.216616666666666
Ajeeb Aashiq,2016.0,70.0,Drama,,,Natasha Mendonca,Suman Sridhar,Jim Sarbh,Prem Mishra,5.162000000000003
Ajeeb Ladki,1952.0,134.0,Unknown,,,Agha,Naseem Banu,Cuckoo,Jayant,6.89833333333333
Ajit,1948.0,133.0,Unknown,,,Mohan Dayaram Bhavnani,Monica Desai,Yashodra Katju,Prem Nath,6.496999999999997
Ajnabi,1966.0,134.0,Thriller,,,Chandrashekhar,Mohan Choti,Iftekhar,Zeb Rehman,6.295726190476188
Ajnabi Saaya,1989.0,134.0,Horror,,,Govind Bhatia,Master Bhagwan,Birbal,Sahila Chaddha,4.423366666666666
Akaash Ganga,1990.0,134.0,Action,,,Mohammed Hanif,Shoma Anand,Anupam Kher,Roopesh Kumar,4.256733333333333
Akad,2005.0,149.0,"Comedy, Drama, Family",,,Dinesh Chaudhary,Uttar Kumar,Megha Mehar,Dev Sharma,6.003000000000001
Akad 2,2018.0,151.0,Family,,,Dinesh Chaudhary,Usha Devi,Kavita Joshi,Uttar Kumar,4.358666666666665
Akash,1953.0,119.0,Unknown,,,Manmohan Sabir,Agha,Manmohan Krishna,Nadira,6.206399999999999
Akash Pari,1958.0,134.0,Fantasy,,,Mohan Sinha,Kusum Pradhan,Ram Singh,Maruti,6.537716666666669
Akashwani,1934.0,149.0,Unknown,,,Bhalji Pendharkar,Leela,Nanasaheb Phatak,Master Vinayak,4.7929999999999975
Akath Kahani,2013.0,120.0,Drama,,,Rohaan Satghare,Pragati Gaikwad,Yugraj Jain,Meghana Nikade,5.523999999999998
Akela,1941.0,134.0,Unknown,,,Pesi Karani,Hadi,Unknown,Unknown,4.187066666666666
Akela,1963.0,134.0,Unknown,,,Jay Bee,Dhumal,Honey Irani,Sulochana Latkar,5.9954
Akela,1997.0,134.0,Drama,,,Arun Pawar,Tanay Chheda,Aditi Arya,Unknown,5.8638
Akela,1975.0,134.0,Drama,,,Khalid Sami,Sunil Dutt,Madhushala,Madhushala,6.271910714285713
Akeli Ladki,1999.0,134.0,Drama,,,I.V. Sasi,Pratap Chandra,Surat Gupta,Jayaram,6.592345238095241
Akhand Pratigya,1994.0,134.0,Action,,,Kodanda Rami Reddy A.,Chiranjeevi,Unknown,Unknown,6.680583333333328
Akhand Saubhagyavati,1981.0,134.0,Drama,,,Rakesh Nahata,Rita Bhaduri,Kamini Bhatia,Nalin Dave,7.253499999999998
Akkad Bakkad Bam Be Bo,1997.0,134.0,Action,,,Dweep Raj Kochhar,Ramesh Pandey,Muntazir Ahmad,Nimay Bali,5.090047619047615
Akkal Na Bardan,1936.0,134.0,Unknown,,,Homi Master,Unknown,Unknown,Unknown,4.4099666666666675
"Akki, Vikki te Nikki",1997.0,134.0,Comedy,,,Vipin Sharma,Prabhleen Sandhu,Zeishan Quadri,Nandini Sen,4.796999999999997
Al Hilal,1958.0,134.0,"Action, Adventure, Fantasy",,,Mahipal,Shakila,Master Romi,Hiralal,6.1397656926406885
Ala Vaikunthapurramuloo Hindi Remake,1997.0,134.0,"Action, Drama",,,Rohit Dhawan,Kartik Aaryan,Unknown,Unknown,6.025666666666666
Aladdin Aur Jadui Chirag,1933.0,134.0,"Adventure, Fantasy",,,Jal Ariah,Abdul Rehman Kabuli,Rose,Narmada Shankar,5.645499999999995
Aladdin Aur Jadui Chirag,1937.0,134.0,Unknown,,,Navinchandra,Unknown,Unknown,Unknown,4.481466666666666
Alakh,1989.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,6.128999999999994
Alakh Niranjan,1950.0,134.0,Fantasy,,,Gunjal,Durga Khote,Nirupa Roy,D.K. Sapru,6.799933333333339
Alakh Niranjan,1940.0,134.0,Unknown,,,Bhalji Pendharkar,Leela,Unknown,Unknown,4.597000000000001
Alam Ara,1956.0,134.0,Drama,,,Nanubhai Vakil,Chitra,Daljeet,Unknown,6.210200000000002
Albela,1989.0,134.0,"Action, Romance",,,Ravi Tandon,Rati Agnihotri,Kumar Gaurav,Kader Khan,4.497691702741704
Albela,1986.0,134.0,Romance,,,Ravi Tandon,Rati Agnihotri,Kumar Gaurav,Kader Khan,5.360376587301586
Albela Mastana,1967.0,134.0,Comedy,,,B.J. Patel,Kishore Kumar,Asha Nadkarni,Master Bhagwan,6.601833333333326
Albeli,1955.0,134.0,"Comedy, Romance",,,Devendra Goel,Pradeep Kumar,Geeta Bali,Om Prakash,6.500721428571429
Albeli,1974.0,134.0,Romance,,,Karunesh Thakur,Vinod Mehra,Rehana Sultan,Mehmood,5.832648412698415
Albeli,1944.0,134.0,Unknown,,,R.C. Talwar,Hiralal,Usha,Unknown,5.380116666666664
Albert Einstein: a Survival Story of a Student,1997.0,97.0,Drama,,,Sunil Mathur,Amruta Subhash,Manoj Pahwa,Parvin Dabas,6.1400000000000015
Alert 24X7,1997.0,134.0,"Action, Thriller",,,Soujan Josseph,Anupam Kher,Sanjay Dutt,Kabir Bedi,4.740999999999998
Ali Baba,1945.0,134.0,Unknown,,,Sadiq Ansari,Trilok Kapoor,Unknown,Unknown,5.325
Ali Baba,1976.0,134.0,"Action, Adventure, Fantasy",,,Mohammed Hussain,Helen,Satish Kaul,Dev Kumar,7.131149999999996
Ali Baba and the Forty Thieves,1932.0,134.0,Unknown,,,Mukhtar Begum,Patience Cooper,Jehanara Kajjan,Keravala,4.937440476190477
Ali the Blind Boxer,2019.0,134.0,Drama,,,Bijoy Banerjee,Kaushik Mondal,Shabir Sheikh,Unknown,4.986912518037519
Alibaba,1976.0,134.0,Unknown,,,Mohammed Hussain,Lalita Pawar,Unknown,Unknown,5.981166666666668
Alibaba Aur 41 Chor,2018.0,134.0,Animation,,,Soumitra Ranade,Unknown,Unknown,Unknown,8.126550000000003
Alibaug,1997.0,134.0,Drama,,,Sanjay Gupta,Sophiya Chaudhary,Parvin Dabas,Sanjay Dutt,5.02513333333333
Alien Dost,2015.0,134.0,Animation,,,Rajiv Chilaka,Unknown,Unknown,Unknown,6.923357142857146
ALIF,2010.0,134.0,Drama,,,Kamal K.M.,Yogesh Shirke,Unknown,Unknown,6.341116666666667
Alingan,1974.0,134.0,Romance,,,C.L. Dheer,Romesh Sharma,Zaheera,Suresh Chatwal,5.999500000000003
Alisha,2014.0,70.0,"Drama, Family, Romance",,,Rajesh Hans,Anita Kulkarni,Amit Jairath,Laxmi Gadatre,6.8743333333333325
Aliya Basu Gayab Hai,2020.0,134.0,Drama,,,Preeti Singh,Salim Diwan,Vinay Pathak,Raima Sen,6.790190476190482
Al-kaanda,2015.0,100.0,"Comedy, Crime",,,Kiertan Chauhan,Sunil Chabbra,Sandeep Jain,Tulsiram Kadam,5.037066666666664
All About Michelle,2019.0,134.0,Thriller,,,Apoorva Marur,Anisha Alla,Chandana Chakrabarti,Drishika Chander,4.358333333333333
All About Sec-377,2016.0,126.0,"Comedy, Drama",,,Amit Khanna,Unknown,Unknown,Unknown,6.3713571428571445
All in a Night,2021.0,134.0,Thriller,,,Sanjay Raj,Richa Singh Chauhan,Lovekush,Suraj Gupta,4.052666666666666
All the Tired Horses,1997.0,134.0,"Comedy, Crime, Drama",,,James With,James With,Daniel Tenni,Mara Pomana,4.941
All You Need ... Love,2011.0,134.0,Romance,,,Atul Garg,Veena Malik,Unknown,Unknown,6.120666666666665
Allad,1995.0,134.0,Unknown,,,Rambha,Unknown,Unknown,Unknown,4.6600000000000055
Alladin II,1936.0,134.0,"Adventure, Fantasy",,,Nurjahan,Unknown,Unknown,Unknown,3.6810666666666716
Alladin Ka Beta,1955.0,134.0,Action,,,Chitra,Kammo,Yashodra Katju,Mahipal,5.823000000000004
Alladin Ka Chiragh,1957.0,134.0,Fantasy,,,T.R. Raghunath,Anjali Devi,Akkineni Nageshwara Rao,T.S. Balaiah,6.403882539682539
Alladin Leila,1957.0,134.0,Unknown,,,Lekhraj Bhakri,Mahipal,Lalita Pawar,Shakila,6.593823809523805
Allaudin Ka Jadui Chirag,2002.0,134.0,Fantasy,,,Ravi Chakkravarthy,Ashima Bhalla,Prabhudev,Raghuvaran,4.81351873861433
Alpha Beta Gamma,2021.0,124.0,"Comedy, Drama",,,Shankar Sri Kumar,Amit Kumar Vashisth,Reena Aggarwal,Nishan,4.280166666666666
Always Tell Your Wife,1936.0,134.0,Unknown,,,Franz Osten,Devika Rani,Unknown,Unknown,4.166800000000001
Amaanat,1943.0,134.0,Unknown,,,Lalit Chandra Mehta,Gulzar,Unknown,Unknown,3.8243999999999967
Amal,2017.0,87.0,"Crime, Drama, Fantasy",,,Afnan Amrohi,Afnan Amrohi,Unknown,Unknown,6.272999999999997
Amangal,2021.0,134.0,Drama,,,Avinash Dhyani,Avinash Dhyani,Suruchi Saklani,Sanskriti Bhatt,6.719828571428578
Amar Jyoti,1984.0,134.0,Romance,,,Mahipal,Alok Nath,Karan Razdan,Anila Singh,5.925999999999999
Amar Jyoti,1967.0,134.0,Drama,,,Jeevan,Mahipal,Kamal Mehra,D.K. Sapru,6.38918809523809
Amar Kahani,1949.0,134.0,Romance,,,Brij Sharma,Jagdish Mehta,Paidi Jairaj,Ranjana,6.729999999999999
Amar Kahani Ravidas Ji Ki,2020.0,98.0,History,,,Arvind Singh Sirohi,Bhawana Arora,Samayera Khan,Sandeep Mohan,4.676333333333334
Amar Kirtan,1954.0,134.0,Unknown,,,Chand Burke,Jayant,Shahu Modak,Madan Puri,6.944816666666669
Amar Prem,1936.0,134.0,Unknown,,,Natwar Shyam,Ansuya,Unknown,Unknown,4.216466666666667
Amar Pyar,1958.0,134.0,Fantasy,,,Hiralal,Mahipal,Shakila,Unknown,6.240450000000001
Amar Raj,1946.0,134.0,"Drama, Musical",,,Homi Wadia,Naseem Jr.,Trilok Kapoor,H. Prakash,6.225933333333331
Amar Saheed Bhagat Singh,1974.0,131.0,Action,,,Omi Bedi,Rajni Bala,Som Dutt,Achala Sachdev,6.010200000000002
Amar Saigal,1955.0,134.0,Unknown,,,Nitin Bose,Akhtar Jahan,G. Mungeri,Padmadevi,6.653416666666667
Amar Samadhi,1958.0,134.0,Action,,,Shahu Modak,Shyama,Unknown,Unknown,4.437749999999997
Amar Shaheed,1959.0,134.0,Unknown,,,B. Ramakrishnaiah Panthulu,Shivaji Ganesan,Padmini,Gemini Ganesan,6.437157142857147
Amar Shaheed,1936.0,134.0,Unknown,,,B. Pawar,Unknown,Unknown,Unknown,4.4099666666666675
Amar Shilpi,1977.0,134.0,Drama,,,Saroja Devi B.,Jayalalitha J,Unknown,Unknown,5.549589285714285
Amar Suhagin,1978.0,134.0,Unknown,,,Babubhai Mistry,Unknown,Unknown,Unknown,5.768999999999998
Amar Yauvan,1982.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,5.731031154956152
Amarsinh Rathod,1956.0,134.0,Unknown,,,Jaswant Jhaveri,Nirupa Roy,Ram Singh,Ramesh Sinha,6.323033333333331
Amavas,1997.0,134.0,Horror,,,Sidharth Srinivasan,Unknown,Unknown,Unknown,5.7405
Amavas Ka Chand,1979.0,134.0,Thriller,,,Unknown,Unknown,Unknown,Unknown,5.644999999999994
Amba Ambika Ambalika,1976.0,134.0,Unknown,,,P. Subramaniam,Anandavally,Rani Chandra,Hari,6.271999999999999
Ambarish,1934.0,134.0,Unknown,,,Gunjal,M. Bhagwandas,Kamlabai Gokhale,Gulab,5.725666666666667
Ambassador of Socialism,2016.0,134.0,Biography,,,Charu Sharma,Unknown,Unknown,Unknown,5.856857142857143
Ameena,1934.0,134.0,Unknown,,,Aghajani,Mahajbin,Unknown,Unknown,5.294
Ameer,1954.0,134.0,Unknown,,,Chandu,Geeta Bali,Kamal Kapoor,Manju,6.410916666666664
Ameeree,1945.0,134.0,Unknown,,,P.C. Barua,Unknown,Unknown,Unknown,6.016500000000001
Amirzadi,1934.0,134.0,Unknown,,,Abdul Rehman Kabuli,Rajkumari,Sultana,Unknown,5.456250000000003
Ammu Ki Bakari,1980.0,134.0,Drama,,,Ramu Kariat,Unknown,Unknown,Unknown,5.473999999999995
Amnol Sahara,1952.0,134.0,Drama,,,Raaj Kumar,Unknown,Unknown,Unknown,6.326000000000004
Amphigori,2013.0,134.0,"Action, Comedy, Crime",,,Shitiz Srivastava,Shitiz Srivastava,Avinash Dhyani,Dipankar Bahalia,4.640416666666668
Amrapali,1945.0,134.0,Unknown,,,Nandlal Jaswantlal,Prem Adib,Arun,Sabita Devi,5.29229761904762
Amriki Pandit,2021.0,134.0,Drama,,,Kalpesh Garg,Madhavan,Manju Warrier,Deepti Sati,5.520940476190479
Amrit,1941.0,153.0,Unknown,,,Master Vinayak,Dada Salvi,Baburao Pendharkar,Lalita Pawar,6.640999999999999
Amrit,1941.0,162.0,Unknown,,,Master Vinayak,Dada Salvi,Baburao Pendharkar,Lalita Pawar,6.9
Amrit Manthan,1961.0,134.0,Unknown,,,S.N. Tripathi,Sulochana Chatterjee,Dalpat,Manher Desai,5.692333333333332
Amrita,1999.0,134.0,Thriller,,,Kakoli Biswas,Arun Bali,Saptrishi Ghosh,Jaya Seal,5.199
Amruta,1999.0,134.0,Romance,,,Usman Baig,Chandrashekhar,Sudhir Dalvi,Gulshan Grover,5.550750000000001
Amshini,1987.0,134.0,Drama,,,Krishnan Kartha,Marcus Bartley,Seema Biswas,Venu Gopal,5.38201666666667
Amulyam (Priceless),1978.0,134.0,Drama,,,Akkineni Kutumba Rao,Unknown,Unknown,Unknown,5.664714285714283
An acid attack case,2020.0,134.0,Mystery,,,Kritn Ajitesh,Unknown,Unknown,Unknown,6.661999999999998
An Encounter,2012.0,134.0,Thriller,,,Aadish Keluskar,Uday Chandra,Karishma Gupte,Unknown,5.572078571428573
An Excursion: From the Archives of Kaagaz Ki Kashti,2018.0,176.0,Documentary,,,Brahmanand S. Singh,Ghulam Ali,Talat Aziz,Mahesh Bhatt,6.557
An Ordinary Election,2015.0,125.0,Documentary,,,Lalit Vachani,Unknown,Unknown,Unknown,6.199857142857143
An Ungodly Tie,2019.0,135.0,Horror,,,Himanshu Binekar,Mohanti Kesarwani,Trisha Nandwani,Himansh Sajwan,4.344633333333333
An Unspoken Love Story,2015.0,134.0,Romance,,,Yogesh,Jaiyanth Vasanth Sinha,Unknown,Unknown,5.5875
Anaadi Anant,1986.0,134.0,Unknown,,,Prakash Jha,Surekha Sikri,Vasant Jasaljar,Suman Kumar,5.508211538461537
Anaam,1997.0,134.0,Drama,,,Ganesh Shetty,Karuna Dogra,Neil Bhoopalam,Raghuvir Yadav,5.068633333333329
Anaamika,2021.0,134.0,Horror,,,Vineet Rane,Ejaz Ahmed,Priya Sharma,Shagun Sharma,3.864666666666666
